,chr,end_0,end_1,TSS,strand,dist,end_1_original,end_1_fix
5190,4,39458890,39458891,39458913,-,0,39458891,39458891
5191,4,39458890,39458891,39458914,-,0,39458891,39458891
5192,4,39458890,39458891,39458915,-,0,39458891,39458891
5193,4,39458891,39458892,39458924,-,1,39458892,39458891
5194,4,39458893,39458894,39458925,-,3,39458894,39458891
5195,4,39458894,39458895,39458922,-,4,39458895,39458891
5196,4,39458899,39458900,39458918,-,9,39458900,39458891
5197,4,39458909,39458910,39458941,-,19,39458910,39458891
5198,4,39458915,39458916,39458946,-,25,39458916,39458891
5199,4,39458919,39458920,39458948,-,29,39458920,39458891
5200,4,39698182,39698183,39698140,+,207,39698183,39698390
5201,4,39698211,39698212,39698139,+,178,39698212,39698390
5202,4,39698246,39698247,39698169,+,143,39698247,39698390
5203,4,40197067,40197068,40196989,+,232,40197068,40197300
5204,4,40197075,40197076,40196991,+,224,40197076,40197300
5205,4,40197117,40197118,40197034,+,182,40197118,40197300
5206,4,40197120,40197121,40197036,+,179,40197121,40197300
5207,4,40197143,40197144,40197059,+,156,40197144,40197300
5208,4,40197145,40197146,40197061,+,154,40197146,40197300
5209,4,40197156,40197157,40197077,+,143,40197157,40197300
5210,4,40349866,40349867,40349793,+,-14336,40349867,40335531
5211,4,41935197,41935198,41935137,+,64,41935198,41935262
5212,4,41990614,41990615,41990530,+,145,41990615,41990760
5213,4,41990618,41990619,41990534,+,141,41990619,41990760
5214,4,44726524,44726525,44726556,-,51,44726525,44726474
5215,4,44726556,44726557,44726588,-,83,44726557,44726474
5216,4,48831140,48831141,48831083,+,0,48831141,48831141
5217,4,48831140,48831141,48831088,+,0,48831141,48831141
5218,4,48831140,48831141,48831118,+,0,48831141,48831141
5219,4,48831143,48831144,48831059,+,-3,48831144,48831141
5220,4,48831217,48831218,48831149,+,31,48831218,48831249
5221,4,48831421,48831422,48831341,+,-24,48831422,48831398
5222,4,48906728,48906729,48906760,-,71,48906729,48906658
5223,4,48906737,48906738,48906769,-,80,48906738,48906658
5224,4,52712526,52712527,52712510,+,150122,52712527,52712527
5225,4,53377759,53377760,53377675,+,163,53377760,53377923
5226,4,54064564,54064565,54064597,-,383,54064565,54064182
5227,4,56436327,56436328,56436260,+,0,56436328,56436328
5228,4,56436327,56436328,56436262,+,0,56436328,56436328
5229,4,56436327,56436328,56436303,+,0,56436328,56436328
5230,4,56467716,56467717,56467633,+,27,56467717,56467744
5231,4,56978937,56978938,56978866,+,66,56978938,56979004
5232,4,56978938,56978939,56978864,+,65,56978939,56979004
5233,4,56978973,56978974,56978896,+,30,56978974,56979004
5234,4,56979003,56979004,56978932,+,0,56979004,56979004
5235,4,56979003,56979004,56978934,+,0,56979004,56979004
5236,4,67701436,67701437,67701361,+,-142508,67701437,67701437
5237,4,70688611,70688612,70688532,+,1939,70688612,70690551
5238,4,70839858,70839859,70839890,-,388,70839859,70839471
5239,4,73223025,73223026,73223057,-,52,73223026,73222974
5240,4,73258766,73258767,73258798,-,482,73258767,73258285
5241,4,75514371,75514372,75514403,-,131,75514372,75514241
5242,4,75724376,75724377,75724408,-,101,75724377,75724276
5243,4,76148377,76148378,76148397,-,70,76148378,76148308
5244,4,77862878,77862879,77862830,+,0,77862879,77862879
5245,4,77862878,77862879,77862832,+,0,77862879,77862879
5246,4,77862878,77862879,77862837,+,0,77862879,77862879
5247,4,82373885,82373886,82373917,-,-38,82373886,82373924
5248,4,82373952,82373953,82373984,-,29,82373953,82373924
5249,4,82373968,82373969,82373991,-,45,82373969,82373924
5250,4,82429412,82429413,82429440,-,165,82429413,82429248
5251,4,83035229,83035230,83035171,+,68,83035230,83035298
5252,4,83456133,83456134,83456062,+,43,83456134,83456177
5253,4,83456137,83456138,83456059,+,39,83456138,83456177
5254,4,83456139,83456140,83456061,+,37,83456140,83456177
5255,4,83456141,83456142,83456057,+,35,83456142,83456177
5256,4,83456141,83456142,83456063,+,35,83456142,83456177
5257,4,83456142,83456143,83456058,+,34,83456143,83456177
5258,4,87391158,87391159,87391188,-,298,87391159,87390861
5259,4,98929096,98929097,98929128,-,2,98929097,98929095
5260,4,98929097,98929098,98929129,-,3,98929098,98929095
5261,4,98929101,98929102,98929133,-,7,98929102,98929095
5262,4,98929108,98929109,98929125,-,14,98929109,98929095
5263,4,98929115,98929116,98929136,-,21,98929116,98929095
5264,4,99088673,99088674,99088710,-,-15,99088674,99088689
5265,4,99088686,99088687,99088717,-,-2,99088687,99088689
5266,4,99088688,99088689,99088706,-,0,99088689,99088689
5267,4,99088688,99088689,99088712,-,0,99088689,99088689
5268,4,99088695,99088696,99088713,-,7,99088696,99088689
5269,4,99088698,99088699,99088730,-,10,99088699,99088689
5270,4,99894405,99894406,99894427,-,71,99894406,99894335
5271,4,99950205,99950206,99950236,-,38,99950206,99950168
5272,4,99950247,99950248,99950278,-,80,99950248,99950168
5273,4,99950256,99950257,99950273,-,89,99950257,99950168
5274,4,99950257,99950258,99950275,-,90,99950258,99950168
5275,4,102827094,102827095,102827124,-,-332,102827095,102827427
5276,4,102827490,102827491,102827522,-,64,102827491,102827427
5277,4,102827502,102827503,102827533,-,76,102827503,102827427
5278,4,102827512,102827513,102827542,-,-79,102827513,102827592
5279,4,102827530,102827531,102827551,-,-61,102827531,102827592
5280,4,102827534,102827535,102827561,-,-57,102827535,102827592
5281,4,102827536,102827537,102827554,-,-55,102827537,102827592
5282,4,102827780,102827781,102827812,-,46,102827781,102827735
5283,4,102827796,102827797,102827829,-,62,102827797,102827735
5284,4,103099785,103099786,103099817,-,3,103099786,103099783
5285,4,103099804,103099805,103099835,-,22,103099805,103099783
5286,4,103099810,103099811,103099829,-,28,103099811,103099783
5287,4,103099830,103099831,103099862,-,48,103099831,103099783
5288,4,103099841,103099842,103099873,-,59,103099842,103099783
5289,4,106316593,106316594,106316517,+,0,106316594,106316594
5290,4,106316593,106316594,106316548,+,0,106316594,106316594
5291,4,106316593,106316594,106316550,+,0,106316594,106316594
5292,4,107989928,107989929,107989855,+,135,107989929,107990064
5293,4,107989934,107989935,107989853,+,129,107989935,107990064
5294,4,108166269,108166270,108166301,-,-2,108166270,108166272
5295,4,108168723,108168724,108168753,-,1169,108168724,108167555
5296,4,108620362,108620363,108620395,-,-141830,108620363,108620363
5297,4,108620599,108620600,108620577,+,0,108620600,108620600
5298,4,108620599,108620600,108620587,+,0,108620600,108620600
5299,4,108620599,108620600,108620588,+,0,108620600,108620600
5300,4,108620599,108620600,108620590,+,0,108620600,108620600
5301,4,108620599,108620600,108620593,+,0,108620600,108620600
5302,4,108620599,108620600,108620597,+,0,108620600,108620600
5303,4,108620683,108620684,108620599,+,28,108620684,108620712
5304,4,109815544,109815545,109815515,+,0,109815545,109815545
5305,4,109815544,109815545,109815518,+,0,109815545,109815545
5306,4,109815544,109815545,109815525,+,0,109815545,109815545
5307,4,109815615,109815616,109815531,+,-71,109815616,109815545
5308,4,112636845,112636846,112636877,-,-5,112636846,112636851
5309,4,112636868,112636869,112636900,-,18,112636869,112636851
5310,4,118034563,118034564,118034494,+,28,118034564,118034592
5311,4,118034570,118034571,118034486,+,21,118034571,118034592
5312,4,118278791,118278792,118278758,+,-244200,118278792,118278792
5313,4,118685464,118685465,118685392,+,135,118685465,118685600
5314,4,118685468,118685469,118685400,+,131,118685469,118685600
5315,4,119300544,119300545,119300570,-,209,119300545,119300336
5316,4,119300544,119300545,119300576,-,209,119300545,119300336
5317,4,119300556,119300557,119300588,-,221,119300557,119300336
5318,4,120066757,120066758,120066789,-,96,120066758,120066662
5319,4,120066760,120066761,120066786,-,99,120066761,120066662
5320,4,120066766,120066767,120066798,-,105,120066767,120066662
5321,4,120066771,120066772,120066804,-,110,120066772,120066662
5322,4,120066788,120066789,120066806,-,127,120066789,120066662
5323,4,120066788,120066789,120066818,-,127,120066789,120066662
5324,4,120066791,120066792,120066821,-,130,120066792,120066662
5325,4,120066795,120066796,120066827,-,134,120066796,120066662
5326,4,120066808,120066809,120066830,-,147,120066809,120066662
5327,4,120066812,120066813,120066840,-,151,120066813,120066662
5328,4,120066813,120066814,120066833,-,152,120066814,120066662
5329,4,121823894,121823895,121823926,-,479,121823895,121823416
5330,4,121823907,121823908,121823939,-,492,121823908,121823416
5331,4,122923167,122923168,122923083,+,137,122923168,122923305
5332,4,139295791,139295792,139295821,-,-4810,139295792,139300602
5333,4,139295802,139295803,139295835,-,-4799,139295803,139300602
5334,4,140373371,140373372,140373403,-,-54165,140373372,140373372
5335,4,141220979,141220980,141220895,+,36,141220980,141221016
5336,4,141220987,141220988,141220903,+,28,141220988,141221016
5337,4,143184992,143184993,143184917,+,1139,143184993,143186132
5338,4,144646215,144646216,144646154,+,738,144646216,144646954
5339,4,144646221,144646222,144646156,+,732,144646222,144646954
5340,4,144647187,144647188,144647204,-,-450057,144647188,144647188
5341,4,145098128,145098129,145098158,-,-2,145098129,145098131
5342,4,145098370,145098371,145098318,+,48,145098371,145098419
5343,4,145098396,145098397,145098317,+,22,145098397,145098419
5344,4,145098398,145098399,145098314,+,20,145098399,145098419
5345,4,145098400,145098401,145098335,+,18,145098401,145098419
5346,4,145098410,145098411,145098336,+,8,145098411,145098419
5347,4,146175803,146175804,146175736,+,7,146175804,146175811
5348,4,151099694,151099695,151099621,+,17,151099695,151099712
5349,4,152100816,152100817,152100753,+,-567769,152100817,152100817
5350,4,154550350,154550351,154550382,-,51,154550351,154550300
5351,4,154550352,154550353,154550384,-,53,154550353,154550300
5352,4,154550363,154550364,154550394,-,64,154550364,154550300
5353,4,154550377,154550378,154550400,-,78,154550378,154550300
5354,4,158671850,158671851,158671882,-,235,158671851,158671616
5355,4,163166826,163166827,163166858,-,464,163166827,163166363
5356,4,165327763,165327764,165327720,+,0,165327764,165327764
5357,4,169010223,169010224,169010255,-,276,169010224,169009948
5358,4,169010226,169010227,169010258,-,279,169010227,169009948
5359,4,173334327,173334328,173334360,-,56,173334328,173334272
5360,4,173334335,173334336,173334353,-,64,173334336,173334272
5361,4,173334336,173334337,173334358,-,65,173334337,173334272
5362,4,173334354,173334355,173334384,-,83,173334355,173334272
5363,4,173334359,173334360,173334389,-,88,173334360,173334272
5364,4,173334365,173334366,173334391,-,94,173334366,173334272
5365,4,173334385,173334386,173334416,-,114,173334386,173334272
5366,4,173334392,173334393,173334424,-,121,173334393,173334272
5367,4,173334415,173334416,173334447,-,144,173334416,173334272
5368,4,174283635,174283636,174283667,-,226,174283636,174283410
5369,4,177309949,177309950,177309874,+,159,177309950,177310109
5370,4,183444703,183444704,183444636,+,365,183444704,183445069
5371,4,184649412,184649413,184649444,-,18,184649413,184649395
5372,4,184649430,184649431,184649447,-,36,184649431,184649395
5373,4,186597215,186597216,186597247,-,676,186597216,186596540
5374,4,186597222,186597223,186597254,-,683,186597223,186596540
5375,4,186598830,186598831,186598862,-,859,186598831,186597972
5376,4,189940935,189940936,189940881,+,135,189940936,189941071
5377,4,189940936,189940937,189940872,+,134,189940937,189941071
5378,4,189940939,189940940,189940879,+,131,189940940,189941071
5379,5,218383,218384,218324,+,34,218384,218418
5380,5,892948,892949,892884,+,141,892949,893090
5381,5,1799802,1799803,1799832,-,-7,1799803,1799810
5382,5,1799805,1799806,1799837,-,-4,1799806,1799810
5383,5,1801465,1801466,1801400,+,83,1801466,1801549
5384,5,1801472,1801473,1801407,+,76,1801473,1801549
5385,5,1801484,1801485,1801413,+,64,1801485,1801549
5386,5,1801486,1801487,1801415,+,62,1801487,1801549
5387,5,6633010,6633011,6633042,-,127,6633011,6632884
5388,5,6633012,6633013,6633044,-,129,6633013,6632884
5389,5,6633015,6633016,6633046,-,132,6633016,6632884
5390,5,6633016,6633017,6633048,-,133,6633017,6632884
5391,5,7868970,7868971,7869002,-,-8,7868971,7868979
5392,5,7869188,7869189,7869148,+,0,7869189,7869189
5393,5,7869214,7869215,7869161,+,0,7869215,7869215
5394,5,10250398,10250399,10250318,+,46,10250399,10250445
5395,5,10250400,10250401,10250316,+,44,10250401,10250445
5396,5,10250401,10250402,10250317,+,43,10250402,10250445
5397,5,10250403,10250404,10250319,+,41,10250404,10250445
5398,5,10250404,10250405,10250320,+,40,10250405,10250445
5399,5,10250407,10250408,10250323,+,37,10250408,10250445
5400,5,10250417,10250418,10250333,+,27,10250418,10250445
5401,5,10353775,10353776,10353691,+,141,10353776,10353917
5402,5,10353777,10353778,10353693,+,139,10353778,10353917
5403,5,10353779,10353780,10353695,+,137,10353780,10353917
5404,5,10353800,10353801,10353716,+,116,10353801,10353917
5405,5,10353809,10353810,10353725,+,107,10353810,10353917
5406,5,10353916,10353917,10353892,+,0,10353917,10353917
5407,5,16465768,16465769,16465800,-,728,16465769,16465041
5408,5,20305752,20305753,20305782,-,-269709,20305753,20305753
5409,5,32174287,32174288,32174319,-,478,32174288,32173810
5410,5,32531915,32531916,32531837,+,0,32531916,32531916
5411,5,32585624,32585625,32585557,+,0,32585625,32585625
5412,5,32585624,32585625,32585571,+,0,32585625,32585625
5413,5,32585624,32585625,32585574,+,0,32585625,32585625
5414,5,32585624,32585625,32585600,+,0,32585625,32585625
5415,5,33441077,33441078,33440993,+,65,33441078,33441143
5416,5,34915533,34915534,34915565,-,118,34915534,34915416
5417,5,36151856,36151857,36151887,-,301,36151857,36151556
5418,5,36152179,36152180,36152111,+,90,36152180,36152270
5419,5,39203013,39203014,39203044,-,1188,39203014,39201826
5420,5,39203029,39203030,39203061,-,1204,39203030,39201826
5421,5,39203043,39203044,39203071,-,1218,39203044,39201826
5422,5,40798146,40798147,40798177,-,84,40798147,40798063
5423,5,40835148,40835149,40835180,-,-34,40835149,40835183
5424,5,40835162,40835163,40835194,-,-20,40835163,40835183
5425,5,40835166,40835167,40835188,-,-16,40835167,40835183
5426,5,40835178,40835179,40835211,-,-4,40835179,40835183
5427,5,40835180,40835181,40835212,-,-2,40835181,40835183
5428,5,40835196,40835197,40835214,-,14,40835197,40835183
5429,5,40835208,40835209,40835241,-,26,40835209,40835183
5430,5,40835212,40835213,40835243,-,30,40835213,40835183
5431,5,43040291,43040292,43040323,-,921,43040292,43039371
5432,5,43313383,43313384,43313410,-,28,43313384,43313356
5433,5,44809017,44809018,44808959,+,545,44809018,44809563
5434,5,52800181,52800182,52800112,+,-11768,52800182,52788414
5435,5,53109709,53109710,53109741,-,-2,53109710,53109712
5436,5,53109722,53109723,53109754,-,11,53109723,53109712
5437,5,53109723,53109724,53109755,-,12,53109724,53109712
5438,5,53109725,53109726,53109757,-,14,53109726,53109712
5439,5,53560723,53560724,53560639,+,36,53560724,53560760
5440,5,53560729,53560730,53560645,+,30,53560730,53560760
5441,5,53560741,53560742,53560657,+,18,53560742,53560760
5442,5,55024336,55024337,55024256,+,49,55024337,55024386
5443,5,55102700,55102701,55102642,+,51,55102701,55102752
5444,5,55102709,55102710,55102644,+,42,55102710,55102752
5445,5,55102728,55102729,55102646,+,23,55102729,55102752
5446,5,55308073,55308074,55307989,+,73,55308074,55308147
5447,5,55308073,55308074,55307991,+,73,55308074,55308147
5448,5,55308074,55308075,55308010,+,72,55308075,55308147
5449,5,55308077,55308078,55308001,+,69,55308078,55308147
5450,5,57174113,57174114,57174059,+,97,57174114,57174211
5451,5,60945037,60945038,60945070,-,106,60945038,60944932
5452,5,62306535,62306536,62306463,+,0,62306536,62306536
5453,5,62306535,62306536,62306467,+,0,62306536,62306536
5454,5,62403851,62403852,62403882,-,158,62403852,62403694
5455,5,62578905,62578906,62578821,+,29,62578906,62578935
5456,5,62578905,62578906,62578828,+,29,62578906,62578935
5457,5,64769014,64769015,64768930,+,173,64769015,64769188
5458,5,64769030,64769031,64768946,+,157,64769031,64769188
5459,5,64769033,64769034,64768949,+,154,64769034,64769188
5460,5,65563084,65563085,65563116,-,-13,65563085,65563098
5461,5,65563091,65563092,65563123,-,-6,65563092,65563098
5462,5,65563117,65563118,65563149,-,20,65563118,65563098
5463,5,65563362,65563363,65563299,+,143,65563363,65563506
5464,5,65563364,65563365,65563296,+,141,65563365,65563506
5465,5,65625104,65625105,65625045,+,1,65625105,65625106
5466,5,68280418,68280419,68280349,+,-156,68280419,68280263
5467,5,68280437,68280438,68280357,+,-175,68280438,68280263
5468,5,69167199,69167200,69167123,+,83,69167200,69167283
5469,5,69167205,69167206,69167129,+,77,69167206,69167283
5470,5,69167226,69167227,69167151,+,56,69167227,69167283
5471,5,69167229,69167230,69167153,+,53,69167230,69167283
5472,5,69167234,69167235,69167150,+,48,69167235,69167283
5473,5,69167242,69167243,69167163,+,40,69167243,69167283
5474,5,69167256,69167257,69167172,+,26,69167257,69167283
5475,5,69167259,69167260,69167175,+,23,69167260,69167283
5476,5,69179036,69179037,69179058,-,-141200,69179037,69179037
5477,5,69189644,69189645,69189565,+,123,69189645,69189768
5478,5,69189644,69189645,69189574,+,123,69189645,69189768
5479,5,69217870,69217871,69217806,+,0,69217871,69217871
5480,5,69234957,69234958,69234887,+,-51,69234958,69234907
5481,5,69234957,69234958,69234889,+,-51,69234958,69234907
5482,5,69234962,69234963,69234886,+,-56,69234963,69234907
5483,5,69369480,69369481,69369511,-,18,69369481,69369463
5484,5,69369488,69369489,69369520,-,26,69369489,69369463
5485,5,72320192,72320193,72320224,-,12,72320193,72320181
5486,5,72320457,72320458,72320373,+,51,72320458,72320509
5487,5,72320460,72320461,72320376,+,48,72320461,72320509
5488,5,72848172,72848173,72848103,+,78,72848173,72848251
5489,5,73498510,73498511,73498426,+,47,73498511,73498558
5490,5,73498512,73498513,73498428,+,45,73498513,73498558
5491,5,73498515,73498516,73498431,+,42,73498516,73498558
5492,5,73498532,73498533,73498448,+,25,73498533,73498558
5493,5,73498535,73498536,73498455,+,22,73498536,73498558
5494,5,73498536,73498537,73498452,+,21,73498537,73498558
5495,5,73565857,73565858,73565773,+,54,73565858,73565912
5496,5,74767315,74767316,74767241,+,47,74767316,74767363
5497,5,75337299,75337300,75337239,+,0,75337300,75337300
5498,5,75511913,75511914,75511891,+,0,75511914,75511914
5499,5,75511913,75511914,75511893,+,0,75511914,75511914
5500,5,75717398,75717399,75717430,-,93,75717399,75717306
5501,5,75717403,75717404,75717435,-,98,75717404,75717306
5502,5,75717405,75717406,75717437,-,100,75717406,75717306
5503,5,75717413,75717414,75717448,-,108,75717414,75717306
5504,5,77776305,77776306,77776337,-,101,77776306,77776205
5505,5,81301669,81301670,81301587,+,0,81301670,81301670
5506,5,81301669,81301670,81301641,+,0,81301670,81301670
5507,5,81751019,81751020,81751050,-,39,81751020,81750981
5508,5,81751020,81751021,81751051,-,40,81751021,81750981
5509,5,81751029,81751030,81751048,-,49,81751030,81750981
5510,5,81751038,81751039,81751069,-,58,81751039,81750981
5511,5,81751039,81751040,81751067,-,59,81751040,81750981
5512,5,81751047,81751048,81751070,-,67,81751048,81750981
5513,5,81751047,81751048,81751078,-,67,81751048,81750981
5514,5,81751059,81751060,81751091,-,79,81751060,81750981
5515,5,82278320,82278321,82278352,-,1,82278321,82278320
5516,5,82278322,82278323,82278354,-,3,82278323,82278320
5517,5,82278325,82278326,82278355,-,6,82278326,82278320
5518,5,82278330,82278331,82278353,-,11,82278331,82278320
5519,5,82278330,82278331,82278360,-,11,82278331,82278320
5520,5,82278331,82278332,82278363,-,12,82278332,82278320
5521,5,82278354,82278355,82278385,-,35,82278355,82278320
5522,5,83077320,83077321,83077352,-,0,83077321,83077321
5523,5,83077326,83077327,83077358,-,6,83077327,83077321
5524,5,86617973,86617974,86617929,+,156,86617974,86618130
5525,5,86618012,86618013,86617928,+,117,86618013,86618130
5526,5,86618015,86618016,86617935,+,114,86618016,86618130
5527,5,86618031,86618032,86617947,+,98,86618032,86618130
5528,5,86618042,86618043,86617958,+,87,86618043,86618130
5529,5,86618049,86618050,86617965,+,80,86618050,86618130
5530,5,86618052,86618053,86617968,+,77,86618053,86618130
5531,5,86618052,86618053,86617969,+,77,86618053,86618130
5532,5,86618052,86618053,86617976,+,77,86618053,86618130
5533,5,86618052,86618053,86617977,+,77,86618053,86618130
5534,5,86618052,86618053,86617979,+,77,86618053,86618130
5535,5,86618052,86618053,86617981,+,77,86618053,86618130
5536,5,86618052,86618053,86617982,+,77,86618053,86618130
5537,5,86618052,86618053,86617984,+,77,86618053,86618130
5538,5,86618052,86618053,86617986,+,77,86618053,86618130
5539,5,86618052,86618053,86617992,+,77,86618053,86618130
5540,5,86618052,86618053,86617994,+,77,86618053,86618130
5541,5,86618052,86618053,86618006,+,77,86618053,86618130
5542,5,86618055,86618056,86617971,+,74,86618056,86618130
5543,5,86618058,86618059,86617974,+,71,86618059,86618130
5544,5,86618059,86618060,86617985,+,70,86618060,86618130
5545,5,86618062,86618063,86617978,+,67,86618063,86618130
5546,5,86618064,86618065,86617980,+,65,86618065,86618130
5547,5,90409721,90409722,90409753,-,77,90409722,90409645
5548,5,95554948,95554949,95554977,-,13,95554949,95554936
5549,5,96807907,96807908,96807939,-,48,96807908,96807860
5550,5,96807915,96807916,96807945,-,56,96807916,96807860
5551,5,96876526,96876527,96876488,+,0,96876527,96876527
5552,5,96876526,96876527,96876500,+,0,96876527,96876527
5553,5,96876526,96876527,96876504,+,0,96876527,96876527
5554,5,97183154,97183155,97183186,-,29,97183155,97183126
5555,5,100903240,100903241,100903261,-,398,100903241,100902843
5556,5,103120410,103120411,103120332,+,77,103120411,103120488
5557,5,110739091,110739092,110739007,+,310,110739092,110739402
5558,5,110739093,110739094,110739020,+,308,110739094,110739402
5559,5,110739121,110739122,110739038,+,280,110739122,110739402
5560,5,110739124,110739125,110739040,+,277,110739125,110739402
5561,5,110739126,110739127,110739042,+,275,110739127,110739402
5562,5,111092393,111092394,111092314,+,224,111092394,111092618
5563,5,111092417,111092418,111092339,+,200,111092418,111092618
5564,5,111092432,111092433,111092348,+,185,111092433,111092618
5565,5,111092441,111092442,111092368,+,176,111092442,111092618
5566,5,111512503,111512504,111512535,-,113,111512504,111512391
5567,5,115841527,115841528,115841559,-,138,115841528,115841390
5568,5,115841533,115841534,115841565,-,144,115841534,115841390
5569,5,115841537,115841538,115841569,-,148,115841538,115841390
5570,5,115841539,115841540,115841568,-,150,115841540,115841390
5571,5,119452581,119452582,119452497,+,51,119452582,119452633
5572,5,126601030,126601031,126600947,+,27,126601031,126601058
5573,5,126777228,126777229,126777153,+,23,126777229,126777252
5574,5,126777229,126777230,126777160,+,22,126777230,126777252
5575,5,126777238,126777239,126777156,+,13,126777239,126777252
5576,5,127517724,127517725,127517640,+,51,127517725,127517776
5577,5,129094806,129094807,129094751,+,241,129094807,129095048
5578,5,131165176,131165177,131165208,-,82,131165177,131165095
5579,5,131171015,131171016,131170944,+,22,131171016,131171038
5580,5,132737504,132737505,132737536,-,91,132737505,132737414
5581,5,132737514,132737515,132737546,-,101,132737515,132737414
5582,5,132848661,132848662,132848577,+,18025,132848662,132866687
5583,5,132866686,132866687,132866633,+,0,132866687,132866687
5584,5,132866686,132866687,132866639,+,0,132866687,132866687
5585,5,132866686,132866687,132866640,+,0,132866687,132866687
5586,5,132866686,132866687,132866642,+,0,132866687,132866687
5587,5,132866686,132866687,132866643,+,0,132866687,132866687
5588,5,132866686,132866687,132866644,+,0,132866687,132866687
5589,5,132866686,132866687,132866646,+,0,132866687,132866687
5590,5,132866686,132866687,132866648,+,0,132866687,132866687
5591,5,132866686,132866687,132866651,+,0,132866687,132866687
5592,5,132866686,132866687,132866663,+,0,132866687,132866687
5593,5,133052033,133052034,133051949,+,323,133052034,133052357
5594,5,134004612,134004613,134004658,-,-34,134004613,134004647
5595,5,134004714,134004715,134004739,-,68,134004715,134004647
5596,5,134176915,134176916,134176948,-,61,134176916,134176855
5597,5,134176917,134176918,134176947,-,63,134176918,134176855
5598,5,134176918,134176919,134176950,-,64,134176919,134176855
5599,5,134226043,134226044,134226073,-,284,134226044,134225760
5600,5,134226044,134226045,134226076,-,285,134226045,134225760
5601,5,134371516,134371517,134371451,+,122,134371517,134371639
5602,5,134525730,134525731,134525670,+,11,134525731,134525742
5603,5,134632794,134632795,134632825,-,67,134632795,134632728
5604,5,134758865,134758866,134758781,+,89,134758866,134758955
5605,5,137754325,137754326,137754357,-,8675,137754326,137745651
5606,5,138178923,138178924,138178955,-,328,138178924,138178596
5607,5,138179149,138179150,138179074,+,52,138179150,138179202
5608,5,138179196,138179197,138179112,+,5,138179197,138179202
5609,5,138213291,138213292,138213323,-,140,138213292,138213152
5610,5,138543201,138543202,138543233,-,105,138543202,138543097
5611,5,138575308,138575309,138575339,-,71,138575309,138575238
5612,5,138575341,138575342,138575373,-,104,138575342,138575238
5613,5,138575342,138575343,138575374,-,105,138575343,138575238
5614,5,138575370,138575371,138575401,-,133,138575371,138575238
5615,5,139293804,139293805,139293743,+,0,139293805,139293805
5616,5,139389852,139389853,139389881,-,173,139389853,139389680
5617,5,139389852,139389853,139389883,-,173,139389853,139389680
5618,5,139389857,139389858,139389888,-,178,139389858,139389680
5619,5,139389865,139389866,139389890,-,186,139389866,139389680
5620,5,139389878,139389879,139389911,-,199,139389879,139389680
5621,5,139389883,139389884,139389913,-,204,139389884,139389680
5622,5,139389884,139389885,139389916,-,205,139389885,139389680
5623,5,139482315,139482316,139482347,-,106,139482316,139482210
5624,5,139482318,139482319,139482350,-,109,139482319,139482210
5625,5,139482664,139482665,139482693,-,115,139482665,139482550
5626,5,139482726,139482727,139482758,-,177,139482727,139482550
5627,5,140175272,140175273,140175188,+,12,140175273,140175285
5628,5,140303052,140303053,140303084,-,12,140303053,140303041
5629,5,140303055,140303056,140303086,-,15,140303056,140303041
5630,5,140303062,140303063,140303090,-,22,140303063,140303041
5631,5,140564543,140564544,140564575,-,347,140564544,140564197
5632,5,140564566,140564567,140564598,-,370,140564567,140564197
5633,5,140564857,140564858,140564828,+,0,140564858,140564858
5634,5,140647577,140647578,140647609,-,95,140647578,140647483
5635,5,140647578,140647579,140647610,-,96,140647579,140647483
5636,5,140647586,140647587,140647618,-,104,140647587,140647483
5637,5,140647588,140647589,140647619,-,106,140647589,140647483
5638,5,140647597,140647598,140647628,-,115,140647598,140647483
5639,5,140647598,140647599,140647630,-,116,140647599,140647483
5640,5,140647599,140647600,140647631,-,117,140647600,140647483
5641,5,140647899,140647900,140647815,+,24,140647900,140647924
5642,5,140647902,140647903,140647818,+,21,140647903,140647924
5643,5,140647907,140647908,140647837,+,16,140647908,140647924
5644,5,140647913,140647914,140647829,+,10,140647914,140647924
5645,5,140647915,140647916,140647831,+,8,140647916,140647924
5646,5,140647916,140647917,140647838,+,7,140647917,140647924
5647,5,140647919,140647920,140647848,+,4,140647920,140647924
5648,5,140647923,140647924,140647859,+,0,140647924,140647924
5649,5,140691309,140691310,140691341,-,8,140691310,140691302
5650,5,140700477,140700478,140700443,+,0,140700478,140700478
5651,5,140700477,140700478,140700447,+,0,140700478,140700478
5652,5,141618998,141618999,141619030,-,201,141618999,141618798
5653,5,142108852,142108853,142108788,+,184,142108853,142109037
5654,5,144170614,144170615,144170637,-,80,144170615,144170535
5655,5,146182589,146182590,146182619,-,28,146182590,146182562
5656,5,146182603,146182604,146182626,-,-18,146182604,146182622
5657,5,146182604,146182605,146182623,-,-17,146182605,146182622
5658,5,146182607,146182608,146182635,-,-14,146182608,146182622
5659,5,146182607,146182608,146182639,-,-14,146182608,146182622
5660,5,146182615,146182616,146182647,-,-6,146182616,146182622
5661,5,146182618,146182619,146182650,-,-3,146182619,146182622
5662,5,146182622,146182623,146182654,-,1,146182623,146182622
5663,5,149551345,149551346,149551390,-,504,149551346,149550842
5664,5,149551348,149551349,149551393,-,507,149551349,149550842
5665,5,149551350,149551351,149551386,-,509,149551351,149550842
5666,5,149551359,149551360,149551391,-,518,149551360,149550842
5667,5,150449689,150449690,150449726,-,-13,150449690,150449703
5668,5,150449711,150449712,150449742,-,9,150449712,150449703
